A.Abbara;A.Alemi
K.Josic;M.Buice
K.Josic;A.Jacot-Guillarmod
K.Josic;C.Pedroza
K.Josic;H.Ogmen
K.Josic;Y.Wang
K.Josic;Z.Kilpatrick
K.Josic;A.Radillo
K.Josic;A.Veliz-Cuba
K.Josic;Z.Kilpatrick
K.Kar;E.Issa
K.Kar;J.DiCarlo
K.Kar;J.Kubilius
K.Kar;K.Schmidt
K.Koida;C.Tajima
K.Koida;H.Komatsu
K.Koida;H.Suzuki
K.Koida;K.Aihara
K.Koida;S.Tajima
K.Kording;E.Jonas
K.Kording;D.Wood
K.Kording;J.Glaser
K.Kording;M.Segraves
K.Kording;P.Lawlor
K.Kording;P.Ramkumar
K.Kording;A.Benjamin
K.Kording;H.Fernades
K.Kording;P.Ramkumar
K.Kording;R.Farhoodi
K.Kording;J.Glaser
K.Kording;L.Miller
K.Kording;M.Perich
K.Kording;R.Chowdhury
K.Kording;H.Fernades
K.Kording;M.Smith
K.Kording;P.Ramkumar
K.Levandowski;B.Lowell
K.Levandowski;C.Burgess
K.Levandowski;G.Goldey
K.Levandowski;H.Fenselau
K.Levandowski;J.Madara
K.Levandowski;J.Resch
K.Levandowski;M.Andermann
K.Levandowski;N.Jikomes
K.Levandowski;R.Ramesh
K.Levandowski;Y.Livneh
K.Levandowski;A.Sugden
K.Levandowski;B.Lowell
K.Levandowski;C.Burgess
K.Levandowski;H.Fenselau
K.Levandowski;M.Andermann
K.Levandowski;M.Minnig
K.Levandowski;R.Ramesh
K.Levandowski;A.Sugden
K.Levandowski;D.Levy
K.Levandowski;H.Gariepy
K.Levandowski;J.Zhao
K.Levandowski;M.Andermann
K.Lloyd;P.Dayan
K.Miller;D.Rubin
K.Miller;G.Lindsay
K.Miller;C.Brody
K.Miller;M.Botvinick
K.Nagel;T.Currier
K.Nagel;M.Suver
K.Nagel;B.Ermentrout
K.Nagel;J.Crimaldi
K.Nagel;J.Victor
K.Nagel;M.McHugh
K.Nagel;S.Boie
K.Nakae;H.Naoki
K.Nakae;S.Ishii
K.Nakae;Y.LI
K.Preuschoff;M.Lehmann
K.Preuschoff;V.Liakoni
K.Preuschoff;W.Gerstner
K.Quick;A.Batista
K.Quick;B.Yu
K.Quick;E.Tyler-Kabara
K.Quick;M.Golub
K.Quick;P.Sadtler
K.Quick;S.Chase
K.Quick;S.Ryu
K.Quick;A.Batista
K.Quick;B.Yu
K.Quick;E.Tyler-Kabara
K.Quick;J.Hennig
K.Quick;M.Golub
K.Quick;P.Lund
K.Quick;P.Sadtler
K.Quick;S.Chase
K.Quick;S.Ryu
K.Rajan;B.Scott
K.Rajan;C.Brody
K.Rajan;C.Constantinople
K.Rajan;D.Tank
K.Ratnam;A.Anderson
K.Ratnam;A.Roorda
K.Ratnam;B.Olshausen
K.Roeth;J.Gjorgjieva
K.Schmidt;E.Issa
K.Schmidt;J.DiCarlo
K.Schmidt;J.Kubilius
K.Schmidt;K.Kar
K.Sen;H.Gritton
K.Sen;J.Ma
K.Sen;N.James
K.Sen;X.Han
K.Shenoy;A.Williams
K.Shenoy;F.Wang
K.Shenoy;H.Kim
K.Shenoy;M.Schnitzer
K.Shenoy;S.Ganguli
K.Shenoy;S.Vyas
K.Shenoy;T.Kolda
K.Shenoy;D.O'Shea
K.Shenoy;L.Duncker
K.Shenoy;M.Sahani
K.Shenoy;W.Goo
K.Shenoy;C.Pandarinath
K.Shenoy;D.Sussillo
K.Shenoy;J.Collins
K.Shenoy;J.Henderson
K.Shenoy;J.Kao
K.Shenoy;L.Abbott
K.Shenoy;M.Churchland
K.Shenoy;M.Kaufman
K.Shenoy;R.Jozefowicz
K.Shenoy;S.Ryu
K.Shenoy;S.Stavisky
K.Shenoy;A.Williams
K.Shenoy;B.Poole
K.Shenoy;B.Yu
K.Shenoy;G.Santhanam
K.Shenoy;N.Maheswaranathan
K.Shenoy;S.Baccus
K.Shenoy;S.Ganguli
K.Shenoy;S.Ryu
K.Shenoy;E.Trautmann
K.Shenoy;J.Kao
K.Shenoy;S.Ryu
K.Shenoy;S.Stavisky
K.Socha;D.Butts
K.Socha;M.Whiteway
K.Socha;V.Bonin
K.Storrs;A.Walther
K.Storrs;J.Mehrer
K.Storrs;N.Kriegeskorte
K.Tian;A.Prinz
K.Tian;C.Gunay
K.Tye;D.Ba
K.Tye;N.Shinitski
K.Tye;S.Allsop
K.Tye;Y.Zhang
K.Zaghloul;A.Sharan
K.Zaghloul;B.Jobst
K.Zaghloul;B.Lega
K.Zaghloul;D.Rizzuto
K.Zaghloul;E.Solomon
K.Zaghloul;G.Worrell
K.Zaghloul;J.Kragel
K.Zaghloul;J.Stein
K.Zaghloul;K.Davis
K.Zaghloul;M.Kahana
K.Zaghloul;M.Kucewicz
K.Zaghloul;M.Sperling
K.Zaghloul;R.Gross
K.Zaghloul;S.Sheth
L.Abbott;A.Litwin-Kumar
L.Abbott;H.Sompolinsky
L.Abbott;K.Harris
L.Abbott;R.Axel
L.Abbott;C.Schevon
L.Abbott;J.Liou
L.Abbott;H.Sompolinsky
L.Abbott;R.Rubin
L.Abbott;A.Miri
L.Abbott;C.Warriner
L.Abbott;G.Elsayed
L.Abbott;J.Cunningham
L.Abbott;J.Seely
L.Abbott;M.Churchland
L.Abbott;T.Jessell
L.Abbott;C.Pandarinath
L.Abbott;D.Sussillo
L.Abbott;J.Collins
L.Abbott;J.Henderson
L.Abbott;J.Kao
L.Abbott;K.Shenoy
L.Abbott;M.Churchland
L.Abbott;M.Kaufman
L.Abbott;R.Jozefowicz
L.Abbott;S.Ryu
L.Abbott;S.Stavisky
L.Abbott;E.Vaadia
L.Abbott;H.Lalazar
L.Acerbi;E.Norton
L.Acerbi;M.Landy
L.Acerbi;W.Ma
L.Acerbi;B.Opheusden
L.Acerbi;W.Ma
L.Aitchison;A.Packer
L.Aitchison;J.Yan
L.Aitchison;L.Russell
L.Aitchison;M.Hausser
L.Aitchison;P.Castonguay
L.Aitchison;S.Turaga
L.Amarante;M.Caetano
L.Amarante;M.Laubach
L.Amarante;N.Horst
L.Berdondini;A.Maccione
L.Berdondini;E.Sernagor
L.Berdondini;G.Hilgen
L.Berdondini;H.Amin
L.Berdondini;M.Hennig
L.Berdondini;M.Sindaci
L.Cormack;A.Huk
L.Cormack;A.Kohn
L.Cormack;K.Bonnen
L.Cormack;T.Czuba
L.Duncker;D.O'Shea
L.Duncker;K.Shenoy
L.Duncker;M.Sahani
L.Duncker;W.Goo
L.Duncker;G.Field
L.Duncker;J.Pillow
L.Duncker;S.Ravi
L.Duncker;M.Sahani
L.Duncker;V.ADAM
L.Elber;Y.Loewenstein
L.Fenk;A.Kim
L.Fenk;C.Lyu
L.Fenk;G.Maimon
L.Frank;A.Yousefi
L.Frank;U.Eden
L.Frank;J.Shin
L.Frank;S.Jadhav
L.Frank;W.Tang
L.Frank;D.Liu
L.Frank;K.Arai
L.Frank;U.Eden
L.Giocomo;K.Hardcastle
L.Giocomo;S.Ganguli
L.Giocomo;S.Ocko
L.Grosberg;A.Litke
L.Grosberg;E.Chichilnisky
L.Grosberg;G.Mena
L.Grosberg;J.Cunningham
L.Grosberg;L.Paninski
L.Grosberg;P.Hottowy
L.Grosberg;S.Madugula
L.Grosenick;K.Deisseroth
L.Grosenick;M.Broxton
L.Grosenick;R.Greenspan
L.Grosenick;S.Aimon
L.Grosenick;T.Katsuki
L.Grosenick;T.Sejnowski
L.Huang;A.Zador
L.Huang;J.Kebschull
L.JIN;B.Behabadi
L.JIN;B.Mel
L.JIN;M.Jadi
L.Kang;V.Balasubramanian
L.Katz;A.Huk
L.Katz;E.Hart
L.Kirkby;E.Chang
L.Kirkby;F.Luongo
L.Kirkby;H.Dawes
L.Kirkby;M.Lee
L.Kirkby;M.Nahum
L.Kirkby;T.Vleet
L.Kirkby;V.Sohal
L.Luo;E.Richman
L.Luo;I.Kauvar
L.Luo;K.Deisseroth
L.Luo;M.Chen
L.Luo;W.Allen
L.Luo;A.Mokhtari
L.Luo;K.Beier
L.Luo;N.Wall
L.Luo;P.Neumann
L.Luo;R.Malenka
L.Mazzucato;A.Fontanini
L.Mazzucato;G.Camera
L.McIntosh;D.Kastner
L.McIntosh;M.Manu
L.McIntosh;S.Baccus
L.Miller;J.Glaser
L.Miller;K.Kording
L.Miller;M.Perich
L.Miller;R.Chowdhury
L.Mourik-Donga;C.Pennartz
L.Mourik-Donga;J.Bos
L.Mourik-Donga;M.Vinck
L.Mourik-Donga;U.Olcese
L.Muller;J.Martinez-Trujillo
L.Muller;J.Reynolds
L.Muller;T.Sejnowski
L.Muller;Z.Davis
L.Osborne;B.Liu
L.Osborne;M.Macellaio
L.Paninski;A.Litke
L.Paninski;E.Chichilnisky
L.Paninski;G.Mena
L.Paninski;J.Cunningham
L.Paninski;L.Grosberg
L.Paninski;P.Hottowy
L.Paninski;S.Madugula
L.Paninski;A.Miller
L.Paninski;D.Blei
L.Paninski;M.Johnson
L.Paninski;R.Adams
L.Paninski;S.Linderman
L.Paninski;A.Litke
L.Paninski;A.Sher
L.Paninski;A.Tikidji-Hamburyan
L.Paninski;C.Rhoades
L.Paninski;E.Chichilnisky
L.Paninski;E.Simoncelli
L.Paninski;G.Goetz
L.Paninski;N.Brackbill
L.Paninski;N.Shah
L.Paninski;J.Friedrich
L.Paninski;P.Zhou
L.Petreanu;C.Machens
L.Petreanu;D.Kobak
L.Petreanu;M.Fridman
L.Petreanu;T.Marques
L.Rausch;A.Kreiter
L.Rausch;E.Drebitz
L.Rausch;H.Stemmann
L.Russell;A.Packer
L.Russell;J.Yan
L.Russell;L.Aitchison
L.Russell;M.Hausser
L.Russell;P.Castonguay
L.Russell;S.Turaga
L.Sanchez-Giraldo;M.Laskar
L.Sanchez-Giraldo;O.Schwartz
L.Sanchez-Giraldo;O.Schwartz
L.Soltuzu;D.Zoccolan
L.Tao;A.Crowell
L.Tao;A.Waters
L.Tao;H.Mayberg
L.Tao;P.Riva-Posse
L.Tao;R.Butera
L.Tao;R.Konda
L.Tao;V.Tiruvadi
L.Theis;A.Tolias
L.Theis;J.Freeman
L.Theis;J.Stone
L.Theis;M.Bethge
L.Theis;N.Sofroniew
L.Theis;P.Berens
L.Wehbe;A.Huth
L.Wehbe;A.Nunez-Elizalde
L.Wehbe;F.Deniz
L.Wehbe;J.Gallant
L.Wehbe;N.Bilenko
M.Agrochao;B.Badwan
M.Agrochao;D.Clark
M.Agrochao;E.Salazar
M.Ahissar;I.Lieder
M.Ahissar;M.Sahani
M.Ahissar;V.Adam
M.Aizenberg;J.Blackwell
M.Aizenberg;M.Geffen
M.Aizenberg;R.Natan
M.Aizenberg;W.Rao
M.Aizenberg;C.Angeloni
M.Aizenberg;M.Geffen
M.Amoroso;A.Mathis
M.Amoroso;N.Uchida
M.Andermann;B.Lowell
M.Andermann;C.Burgess
M.Andermann;G.Goldey
M.Andermann;H.Fenselau
M.Andermann;J.Madara
M.Andermann;J.Resch
M.Andermann;K.Levandowski
M.Andermann;N.Jikomes
M.Andermann;R.Ramesh
M.Andermann;Y.Livneh
M.Andermann;A.Sugden
M.Andermann;B.Lowell
M.Andermann;C.Burgess
M.Andermann;H.Fenselau
M.Andermann;K.Levandowski
M.Andermann;M.Minnig
M.Andermann;R.Ramesh
M.Andermann;A.Sugden
M.Andermann;D.Levy
M.Andermann;H.Gariepy
M.Andermann;J.Zhao
M.Andermann;K.Levandowski
M.Banyai;A.Lazar
M.Banyai;G.Orban
M.Banyai;M.Stippinger
M.Banyai;W.Singer
M.Berck;A.Samuel
M.Berck;C.Tabone
M.Berck;G.Si
M.Berck;J.Kanwal
M.Berck;Y.Hu
M.Berry;J.Salisbury
M.Berry;O.Marre
M.Berry;S.Palmer
M.Bethge;A.Ecker
M.Bethge;A.Tolias
M.Bethge;E.Walker
M.Bethge;G.Denfield
M.Bethge;S.Cadena
M.Bethge;A.Tolias
M.Bethge;J.Freeman
M.Bethge;J.Stone
M.Bethge;L.Theis
M.Bethge;N.Sofroniew
M.Bethge;P.Berens
M.Bethge;A.Ding
M.Bethge;A.Mathis
M.Bethge;A.Wei
M.Bethge;V.Murthy
M.Beyeler;A.Rokem
M.Beyeler;G.Boynton
M.Beyeler;I.Fine
M.Boos;J.Luecke
M.Boos;J.Rieger
M.Botvinick;D.Kumaran
M.Botvinick;D.Tirumala
M.Botvinick;H.Soyer
M.Botvinick;J.Leibo
M.Botvinick;J.Wang
M.Botvinick;Z.Kurth-Nelson
M.Botvinick;C.Brody
M.Botvinick;K.Miller
M.Botvinick;C.Mikell
M.Botvinick;C.Schevon
M.Botvinick;E.Smith
M.Botvinick;G.Banks
M.Botvinick;G.Horga
M.Botvinick;G.McKhann
M.Botvinick;M.Yates
M.Botvinick;Q.Yu
M.Botvinick;S.Pullman
M.Botvinick;S.Sheth
M.Botvinick;S.Shrinivasan
M.Botvinick;Y.Pathak
M.Broxton;K.Deisseroth
M.Broxton;L.Grosenick
M.Broxton;R.Greenspan
M.Broxton;S.Aimon
M.Broxton;T.Katsuki
M.Broxton;T.Sejnowski
M.Buice;E.Shea-Brown
M.Buice;G.Ocker
M.Buice;K.Josic
M.Buice;B.Brinkman
M.Buice;E.Shea-Brown
M.Buice;F.Rieke
M.Buice;D.Feng
M.Buice;J.Lecoq
M.Buice;S.DeVries
M.Caetano;L.Amarante
M.Caetano;M.Laubach
M.Caetano;N.Horst
M.Carandini;C.Stringer
M.Carandini;K.Harris
M.Carandini;M.Dipoppa
M.Carandini;M.Pachitariu
M.Carandini;N.Steinmetz
M.Carandini;S.Schroeder
M.Carandini;C.Stringer
M.Carandini;K.Harris
M.Carandini;M.Dipoppa
M.Carandini;M.Pachitariu
M.Carrasco;R.Denison
M.Carrasco;W.Adler
M.Carrasco;W.Ma
M.Chacron;C.Huang
M.Chacron;D.Martinez
M.Chacron;M.Metzen
M.Chalk;G.Tkacik
M.Chalk;O.Marre
M.Chen;E.Richman
M.Chen;I.Kauvar
M.Chen;K.Deisseroth
M.Chen;L.Luo
M.Chen;W.Allen
M.Churchland;A.Miri
M.Churchland;C.Warriner
M.Churchland;G.Elsayed
M.Churchland;J.Cunningham
M.Churchland;J.Seely
M.Churchland;L.Abbott
M.Churchland;T.Jessell
M.Churchland;C.Pandarinath
M.Churchland;D.Sussillo
M.Churchland;J.Collins
M.Churchland;J.Henderson
M.Churchland;J.Kao
M.Churchland;K.Shenoy
M.Churchland;L.Abbott
M.Churchland;M.Kaufman
M.Churchland;R.Jozefowicz
M.Churchland;S.Ryu
M.Churchland;S.Stavisky
M.Cohen;B.Doiron
M.Cohen;C.Huang
M.Cohen;D.Ruff
M.Connolly;B.Mahmoudi
M.Connolly;R.Gross
M.Connolly;S.Zaidi
M.Connolly;B.Mahmoudi
M.Connolly;R.Gross
M.Cox;A.Maier
M.Cox;J.Westerberg
M.Cox;K.Dougherty
M.Creamer;D.Clark
M.Creamer;O.Mano
M.Daley;A.Pruszynski
M.Daley;C.Zhao
M.Davis;D.Velez
M.Davis;S.Gandhi
M.DeWeese;P.Sachdeva
M.Dijk;A.Fenton
M.Dipoppa;C.Stringer
M.Dipoppa;K.Harris
M.Dipoppa;M.Carandini
M.Dipoppa;M.Pachitariu
M.Dipoppa;N.Steinmetz
M.Dipoppa;S.Schroeder
M.Dipoppa;C.Stringer
M.Dipoppa;K.Harris
M.Dipoppa;M.Carandini
M.Dipoppa;M.Pachitariu
M.Drews;A.Arenz
M.Drews;A.Borst
M.Drews;F.Richter
M.Drews;G.Ammer
M.Escabi;F.Khatami
M.Escabi;H.Read
M.Escabi;I.Stevenson
M.Escabi;M.Sadeghi
M.Escabi;C.Chen
M.Escabi;D.Lyzwa
M.Escabi;H.Read
M.Ferreira;G.Agarwal
M.Ferreira;T.Quendera
M.Ferreira;Z.Mainen
M.Fisek;J.Jeanne
M.Fisek;R.Wilson
M.Fridman;C.Machens
M.Fridman;D.Kobak
M.Fridman;L.Petreanu
M.Fridman;T.Marques
M.Furst;O.Barak
M.Furst;O.Barzelay
M.Garrett;D.Ollerenshaw
M.Garrett;D.Williams
M.Garrett;J.Kiggins
M.Garrett;P.Groblewski
M.Garrett;S.Manavi
M.Garrett;S.Mihalis
M.Garrett;S.Olsen
M.Geffen;J.Blackwell
M.Geffen;M.Aizenberg
M.Geffen;R.Natan
M.Geffen;W.Rao
M.Geffen;C.Angeloni
M.Geffen;M.Aizenberg
M.Gershow;D.Wadekar
M.Gershow;J.Wolk
M.Gershow;R.Gepner
M.Gilson;A.Ponce-Alvarez
M.Gilson;G.Deco
M.Gilson;K.Glomb
M.Gilson;P.Ritter
M.Golub;A.Batista
M.Golub;B.Yu
M.Golub;E.Tyler-Kabara
M.Golub;K.Quick
M.Golub;P.Sadtler
M.Golub;S.Chase
M.Golub;S.Ryu
M.Golub;A.Batista
M.Golub;B.Yu
M.Golub;E.Tyler-Kabara
M.Golub;J.Hennig
M.Golub;K.Quick
M.Golub;P.Lund
M.Golub;P.Sadtler
M.Golub;S.Chase
M.Golub;S.Ryu
M.Hausser;A.Packer
M.Hausser;J.Yan
M.Hausser;L.Aitchison
M.Hausser;L.Russell
M.Hausser;P.Castonguay
M.Hausser;S.Turaga
M.Hennig;A.Maccione
M.Hennig;E.Sernagor
M.Hennig;G.Hilgen
M.Hennig;H.Amin
M.Hennig;L.Berdondini
M.Hennig;M.Sindaci
M.Hochberg;A.Chattoraj
M.Hochberg;J.Yates
M.Hochberg;R.Haefner
M.Hochberg;R.Lange
M.Hsu;E.Chang
M.Hsu;G.Schalk
M.Hsu;I.Saez
M.Hsu;J.Lin
M.Hsu;J.Parvizi
M.Hsu;R.Knight
M.Hu;M.Sur
M.Hu;R.Rikhye
M.Iacaruso;M.Kim
M.Iacaruso;P.Znamenskiy
M.Iacaruso;T.Mrsic-Flogel
M.Iacaruso;M.Kim
M.Iacaruso;P.Znamenskiy
M.Iacaruso;T.Mrsic-Flogel
M.Insanally;B.Albanna
M.Insanally;I.Carcea
M.Insanally;R.Froemke
M.Insanally;I.Carcea
M.Insanally;R.Froemke
M.Jadi;B.Behabadi
M.Jadi;B.Mel
M.Jadi;L.JIN
M.Jazayeri;D.Narain
M.Jazayeri;H.Sohn
M.Jazayeri;E.Remington
M.Jazayeri;D.Narain
M.Jazayeri;E.Hosseini
M.Jazayeri;J.Wang
M.Jazayeri;C.Chang
M.Jazayeri;S.Egger
M.Johnson;A.Miller
M.Johnson;D.Blei
M.Johnson;L.Paninski
M.Johnson;R.Adams
M.Johnson;S.Linderman
M.Kahana;A.Sharan
M.Kahana;B.Jobst
M.Kahana;B.Lega
M.Kahana;D.Rizzuto
M.Kahana;E.Solomon
M.Kahana;G.Worrell
M.Kahana;J.Kragel
M.Kahana;J.Stein
M.Kahana;K.Davis
M.Kahana;K.Zaghloul
M.Kahana;M.Kucewicz
M.Kahana;M.Sperling
M.Kahana;R.Gross
M.Kahana;S.Sheth
M.Kahana;M.Randazzo
M.Kahana;Y.Ezzyat
M.Kaschube;B.Hein
M.Kaschube;D.Fitzpatrick
M.Kaschube;D.Whitney
M.Kaschube;G.Smith
M.Kaschube;P.Huelsdunk
M.Kaschube;B.Hein
M.Kaschube;D.Fitzpatrick
M.Kaschube;D.Whitney
M.Kaschube;G.Smith
M.Kaufman;C.Pandarinath
M.Kaufman;D.Sussillo
M.Kaufman;J.Collins
M.Kaufman;J.Henderson
M.Kaufman;J.Kao
M.Kaufman;K.Shenoy
M.Kaufman;L.Abbott
M.Kaufman;M.Churchland
M.Kaufman;R.Jozefowicz
M.Kaufman;S.Ryu
M.Kaufman;S.Stavisky
M.Kaufman;A.Churchland
M.Kaufman;D.Barabasi
M.Kaufman;S.Musall
M.Kearney;E.Hisey
M.Kearney;R.Mooney
M.Keramati;J.Lee
M.Khani;A.Onken
M.Khani;F.Rozenblit
M.Khani;H.Schreyer
M.Khani;J.Liu
M.Khani;S.Panzeri
M.Khani;T.Gollisch
M.Kim;M.Iacaruso
M.Kim;P.Znamenskiy
M.Kim;T.Mrsic-Flogel
M.Kim;M.Iacaruso
M.Kim;P.Znamenskiy
M.Kim;T.Mrsic-Flogel
M.Kucewicz;A.Sharan
M.Kucewicz;B.Jobst
M.Kucewicz;B.Lega
M.Kucewicz;D.Rizzuto
M.Kucewicz;E.Solomon
M.Kucewicz;G.Worrell
M.Kucewicz;J.Kragel
M.Kucewicz;J.Stein
M.Kucewicz;K.Davis
M.Kucewicz;K.Zaghloul
M.Kucewicz;M.Kahana
M.Kucewicz;M.Sperling
M.Kucewicz;R.Gross
M.Kucewicz;S.Sheth
M.Landy;E.Norton
M.Landy;L.Acerbi
M.Landy;W.Ma
M.Laskar;L.Sanchez-Giraldo
M.Laskar;O.Schwartz
M.Laubach;L.Amarante
M.Laubach;M.Caetano
M.Laubach;N.Horst
M.Lee;E.Chang
M.Lee;F.Luongo
M.Lee;H.Dawes
M.Lee;L.Kirkby
M.Lee;M.Nahum
M.Lee;T.Vleet
M.Lee;V.Sohal
M.Lehmann;K.Preuschoff
M.Lehmann;V.Liakoni
M.Lehmann;W.Gerstner
M.Lengyel;A.Bernacchia
M.Lengyel;G.Hennequin
M.Lengyel;J.Fiser
M.Lengyel;D.Festa
M.Lengyel;G.Hennequin
M.Lengyel;G.Hennequin
M.Lengyel;R.Echeveste
M.Lengyel;D.McNamee
M.Lengyel;D.Wolpert
M.Leone;B.Doiron
M.Leone;C.Huang
M.Lewis;J.Hawkins
M.Lewis;N.Romano
M.Lewis;S.Ahmad
M.Lewis;Y.Cui
M.Lohuis;D.Sarra
M.Lohuis;E.Lottem
M.Lohuis;P.Vertechi
M.Lohuis;Z.Mainen
M.Lovett-Barron;A.Andalman
M.Lovett-Barron;I.Kauvar
M.Lovett-Barron;K.Deisseroth
M.Lovett-Barron;W.Allen
M.Lundqvist;E.Miller
M.Lundqvist;M.Warden
M.Lundqvist;P.Herman
M.Lundqvist;S.Brincat
M.Macellaio;B.Liu
M.Macellaio;L.Osborne
M.Mahn;I.Lampl
M.Mahn;K.Cohen-Kashi-Malina
M.Mahn;M.Prigge
M.Mahn;O.Yizhar
M.Mahn;R.Levy
M.Mahn;S.Ron
M.Manu;D.Kastner
M.Manu;L.McIntosh
M.Manu;S.Baccus
M.Maras;S.Deneve
M.McHugh;B.Ermentrout
M.McHugh;J.Crimaldi
M.McHugh;J.Victor
M.McHugh;K.Nagel
M.McHugh;S.Boie
M.Metzen;C.Huang
M.Metzen;D.Martinez
M.Metzen;M.Chacron
M.Minnig;A.Sugden
M.Minnig;B.Lowell
M.Minnig;C.Burgess
M.Minnig;H.Fenselau
M.Minnig;K.Levandowski
M.Minnig;M.Andermann
M.Minnig;R.Ramesh
M.Moazami;E.Miller
M.Moazami;S.Brincat
M.Murthy;J.Clemens
M.Murthy;N.Ozeri
M.Murthy;A.Calhoun
M.Murthy;J.Pillow
M.Murthy;P.Coen
M.Murugan;I.Witten
M.Murugan;N.Parker
M.Nahum;E.Chang
M.Nahum;F.Luongo
M.Nahum;H.Dawes
M.Nahum;L.Kirkby
M.Nahum;M.Lee
M.Nahum;T.Vleet
M.Nahum;V.Sohal
M.Nolte;E.Muller
M.Nolte;H.Markram
M.Nolte;M.Reimann
M.Nolte;P.Mardoum
M.Nolte;m.Sedigh-Sarvestani
M.Nonnenmacher;G.Bassetto
M.Nonnenmacher;J.Lueckmann
M.Nonnenmacher;J.Macke
M.Nonnenmacher;P.Goncalves
M.Oemisch;S.Westendorff
M.Oemisch;T.Womelsdorf
M.Pachitariu;C.Stringer
M.Pachitariu;K.Harris
M.Pachitariu;M.Carandini
M.Pachitariu;M.Dipoppa
M.Pachitariu;N.Steinmetz
M.Pachitariu;S.Schroeder
M.Pachitariu;C.Stringer
M.Pachitariu;K.Harris
M.Pachitariu;M.Carandini
M.Pachitariu;M.Dipoppa
M.Pagan;A.Piet
M.Pagan;C.Brody
M.Pagan;D.Gupta
M.Perich;J.Glaser
M.Perich;K.Kording
M.Perich;L.Miller
M.Perich;R.Chowdhury
M.Pinsk;I.Fiebelkorn
M.Pinsk;S.Kastner
M.Porter;G.Hennequin
M.Porter;J.Stroud
M.Porter;T.Vogels
M.Prigge;I.Lampl
M.Prigge;K.Cohen-Kashi-Malina
M.Prigge;M.Mahn
M.Prigge;O.Yizhar
M.Prigge;R.Levy
M.Prigge;S.Ron
M.Prsa;D.Huber
M.Prsa;G.Galinanes
M.Randazzo;M.Kahana
M.Randazzo;Y.Ezzyat
M.Reimann;E.Muller
M.Reimann;H.Markram
M.Reimann;M.Nolte
M.Rigotti;G.Wayne
M.Rigotti;s.recanatesi
M.Roesch;A.Langdon
M.Roesch;G.Schoenbaum
M.Roesch;Y.Niv
M.Roesch;Y.Takahashi
M.Sadeghi;F.Khatami
M.Sadeghi;H.Read
M.Sadeghi;I.Stevenson
M.Sadeghi;M.Escabi
M.Sahani;D.O'Shea
M.Sahani;K.Shenoy
M.Sahani;L.Duncker
M.Sahani;W.Goo
M.Sahani;L.Duncker
M.Sahani;V.ADAM
M.Sahani;A.Blot
M.Sahani;A.Chadwick
M.Sahani;A.Khan
M.Sahani;J.Poort
M.Sahani;S.Hofer
M.Sahani;T.Mrsic-Flogel
M.Sahani;I.Lieder
M.Sahani;M.Ahissar
M.Sahani;V.Adam
M.Schnitzer;A.Williams
M.Schnitzer;F.Wang
M.Schnitzer;H.Kim
M.Schnitzer;K.Shenoy
M.Schnitzer;S.Ganguli
M.Schnitzer;S.Vyas
M.Schnitzer;T.Kolda
M.Scholvinck;G.Spyropoulos
M.Scholvinck;J.Dowdall
M.Scholvinck;P.Fries
M.Segraves;D.Wood
M.Segraves;J.Glaser
M.Segraves;K.Kording
M.Segraves;P.Lawlor
M.Segraves;P.Ramkumar
M.Sindaci;A.Maccione
M.Sindaci;E.Sernagor
M.Sindaci;G.Hilgen
M.Sindaci;H.Amin
M.Sindaci;L.Berdondini
M.Sindaci;M.Hennig
M.Smith;A.Dhawale
M.Smith;B.Olveczky
M.Smith;Y.Miyamoto
M.Smith;H.Fernades
M.Smith;K.Kording
M.Smith;P.Ramkumar
M.Smith;A.Kohn
M.Smith;A.Zandvakili
M.Smith;B.Cowley
M.Smith;B.Yu
M.Smith;J.Semedo
M.Sperling;A.Sharan
M.Sperling;B.Jobst
M.Sperling;B.Lega
M.Sperling;D.Rizzuto
M.Sperling;E.Solomon
M.Sperling;G.Worrell
M.Sperling;J.Kragel
M.Sperling;J.Stein
M.Sperling;K.Davis
M.Sperling;K.Zaghloul
M.Sperling;M.Kahana
M.Sperling;M.Kucewicz
M.Sperling;R.Gross
M.Sperling;S.Sheth
M.Stippinger;A.Lazar
M.Stippinger;G.Orban
M.Stippinger;M.Banyai
M.Stippinger;W.Singer
M.Sur;M.Hu
M.Sur;R.Rikhye
M.Suver;K.Nagel
M.Tanifuji;C.Hung
M.Tanifuji;C.Lin
M.Tanifuji;T.Sato
M.Tanifuji;U.Go
M.Tanifuji;Y.Nam
M.Tanifuji;Y.Yamauchi
M.Thielk;B.Theilman
M.Thielk;T.Gentner
M.Thielk;T.Sainburg
M.Thielk;T.Gentner
M.Thielk;T.Sainburg
M.Thielk;T.Sharpee
M.Tsodyks;N.Ben-Shushan
M.Vinck;C.Pennartz
M.Vinck;J.Bos
M.Vinck;L.Mourik-Donga
M.Vinck;U.Olcese
M.Warden;E.Miller
M.Warden;M.Lundqvist
M.Warden;P.Herman
M.Warden;S.Brincat
M.Whiteway;D.Butts
M.Whiteway;K.Socha
M.Whiteway;V.Bonin
M.Whiteway;D.Butts
M.Whiteway;G.Perrin
M.Whiteway;J.Demb
M.Whiteway;J.Singer
M.Whiteway;Y.Cui
M.Wilson;C.Varela
M.Yates;C.Mikell
M.Yates;C.Schevon
M.Yates;E.Smith
M.Yates;G.Banks
M.Yates;G.Horga
M.Yates;G.McKhann
